Nombre,Localidad,Calidad,Teléfono,Dirección,Email,WEB,Postal Code,Tipo de Restauración,Coordenadas GPS,LATWGS84,LONWGS84,tag1,tag2,tag3
Bergarako Batzokia Jatetxea,,0.0,943 253 704,"San Pedro, 4",bergarakobatzokia@gmail.com,https://bergarakobatzokia.eatbu.com/?lang=es,,Restaurante,"43.1165965,-2.4130169",43.1165965,-2.4130169,gastronomia,euskaldun,tradicional
Abiaga jatetxea,,0.0,945 39 36 18,"Abiaga kalea, 7",info@abiagajatetxea.com,https://www.abiagajatetxea.com/,,Restaurante,"43.054092,-2.9921024",43.054092,-2.9921024,gastronomia,euskaldun,comercio_local
Gorbea Taberna,Laudio/Llodio,0.0,,,,,,Restaurante,"43.1434506,-2.9579897",43.1434506,-2.9579897,gastronomia,tradicional,chill
Iluntze Kafe,Laudio/Llodio,0.0,,,,,,Restaurante,"43.1434506,-2.9579897",43.1434506,-2.9579897,gastronomia,chill,comercio_local
Restaurante Krunch,Santurtzi,0.0,944838353,"Plaza Juan Jose Mendizabal, 4",administracion@grupomarkina.com,https://krunch.es/,,Restaurante,"43.328128,-3.0336586",43.328128,-3.0336586,gastronomia,moderno,terraceo
Taberna Zaharra,,0.0,671 385 685,"Barrio Ermitabarri, 5",estudios.ermitabarri@gmail.com,https://vivezeberio.com/,,Restaurante,"43.146687,-2.833491",43.146687,-2.833491,gastronomia,tradicional,animado
Restaurante Hikei,,0.0,945 384 892,"Kale Barria, 13",info@hikei.es,https://www.hikei.es/web/,,Restaurante,"42.9938289,-3.0099033",42.9938289,-3.0099033,gastronomia,moderno,deporte
Kraken Taberna,,0.0,943 530 763,"Gurrutxaga plaza,",krakentaberna@gmail.com,,,Restaurante,"43.2955328,-2.2585401",43.2955328,-2.2585401,gastronomia,animado,noche
Maruka Gastro,,0.0,943 140 872,"Kale Nagusia Kalea, 17",info@marukagastro.com,https://marukagastro.com/,,Restaurante,"43.3037946,-2.2040765",43.3037946,-2.2040765,gastronomia,moderno,comercio_local
Bikos y cafe,,0.0,943 381 414,"Plaza Ondartxo,3",bikosycafe@gmail.com,https://bikosycafe.com/,,Pastelería / Confitería,"43.2987242,-2.2568067",43.2987242,-2.2568067,caprichos,chill,comercio_local
Berazadi Berri jatetxea,,0.0,,"Talaimendi auzoa, 723",info@berazadiberri.eus,https://www.berazadiberri.eus/,,Restaurante,"43.2824646,-2.1515737",43.2824646,-2.1515737,gastronomia,euskaldun,tradicional
Txurruka jatetxea,,0.0,943 751 581,"Txurruka auzoa, 11",,http://txurruka.eus/es/,,Restaurante,"43.1679434,-2.3937521",43.1679434,-2.3937521,gastronomia,euskaldun,comercio_local
Zirta jatetxea,,0.0,943 691 855,"Plaza San Esteban, 6",zirta@zirta.eus,https://zirta.eus/,,Restaurante,"43.187648236113006,-2.102038477246091",43.187648236113006,-2.102038477246091,gastronomia,tradicional,comercio_local
La esCotilla,,0.0,945 002 627,"San Prudencio, 5",reservas@laescotilla.com,https://laescotilla.com/,,Restaurante,"42.84429919999999,-2.6736685",42.84429919999999,-2.6736685,gastronomia,animado,terraceo
Bombonería Maitiana,Donostia / San Sebastián,0.0,627 96 68 31,"Peñaflorida, 6",bomboneria@bomboneriamaitiana.com,https://bomboneriamaitiana.com/,,Pastelería / Confitería,"43.318237,-1.9817051",43.318237,-1.9817051,caprichos,comercio_local,chill
Cafetería El Puente,,0.0,946 03 49 42,"Evaristo Churruca Kaia, 2,",elpuente@elpuentelasarenas.es,https://elpuentelasarenas.es/,,Restaurante,"43.3390203,-3.0085308",43.3390203,-3.0085308,chill,gastronomia,indoor
Arraun Jatetxea,,0.0,944022779,"Aretxondo, 20",arraunjatetxea@gmail.com,https://arraunjatetxea.com/,,Restaurante,"43.3390203,-3.0085308",43.3390203,-3.0085308,gastronomia,euskaldun,tradicional
Asador Borda,,0.0,946126999,"Acacias Kalea, 3",borda@asadorborda.com,https://asadorborda.com/,,Asador,"43.3390203,-3.0085308",43.3390203,-3.0085308,gastronomia,tradicional,euskaldun
Urzubi taberna,,0.0,943 559 504,"Legazpi, 2",,,,Restaurante,"43.0901455,-2.3151652",43.0901455,-2.3151652,tradicional,gastronomia,euskaldun
Bar La Triangu,,0.0,,"Arriatera Etorbidea, 83",,,,Restaurante,"43.3804959,-2.9838777",43.3804959,-2.9838777,animado,gastronomia,noche
La Lonja,Pasai San Pedro,0.0,652 110 448,"Esnabide Kalea, 18",lonjapasaia@gmail.com,https://www.instagram.com/lalonjapasaia/,,Restaurante,"43.324061498246465,-1.9267522380981394",43.32406149824647,-1.92675223809814,gastronomia,mercado,terraceo
Cueva Dorretxe,,0.0,644 651 680,"Calle Mayor, 13",enoturismo@cuevadorretxe.com,https://www.cuevadorretxe.com/,,Bodega,"42.5534885,-2.5848613",42.5534885,-2.5848613,tradicional,gastronomia,cultura
El Peñon de Sope,,0.0,946 760 786,"Atxabiribil Hiribidea, 82",sopela@tocandoelmar.com,https://elpenondesopelana.com/,,Restaurante,"43.3902922,-2.9916825",43.3902922,-2.9916825,gastronomia,outdoor,
Paladar de la Habana,,0.0,944 014 800,"Doña María Díaz de Haro, 2",info@puentecolgantebh.com,https://www.puentecolganteboutiquehotel.com/,,Restaurante,"43.3220262,-3.0175321",43.3220262,-3.0175321,gastronomia,moderno,animado
Talaiazpia,,0.0,,"Likona auzoa, 53",info@talaiazpia.eus,https://bizkaikotxakolina.eus/bodegas/talai-azpia/,,Bodega Txakoli,"43.3552499,-2.4891665",43.3552499,-2.4891665,gastronomia,,euskaldun
Torre Iberdrola,,0.0,944 987 569,"Plaza de Euskadi, 5",torre@grupoiruna.net,http://www.grupoiruna.net/,,Restaurante,"43.26817579999999,-2.9385353",43.26817579999999,-2.9385353,moderno,rooftop,gastronomia
The Willow Tea Room,,0.0,946 579 939,"Las Mercedes, 28",info@thewillows.es,https://thewillows.es/,,Restaurante,"43.3273054,-3.01247",43.3273054,-3.01247,chill,moderno,indoor
Restaurante Gustoko,,0.0,688 800 654,"Kale Barria, 3",gustokobarrestaurante@gmail.com,https://restaurantegustoko.com/,,Restaurante,"43.3241401,-3.0150563",43.3241401,-3.0150563,gastronomia,moderno,cultura
Hernialdeko ostatua,,0.0,943 652 496,"Santa Cruz Apaizaren Plaza, 1",,https://www.tolosaldea.eus/jatetxea/hernialdeko-ostatua/,,Restaurante,"43.154735,-2.084839",43.154735,-2.084839,tradicional,euskaldun,gastronomia
Kobika Jatetxea,,0.0,946 810 003,"San Ignacio Auzunea Etxetaldea, 8",,https://www.kobika.es/,,Restaurante,"43.17379,-2.634574",43.17379,-2.634574,gastronomia,,euskaldun
Marutegi jatetxea,Araia,0.0,945 314 558,Caserío Marutegi,marutegibaserria@gmail.com,https://marutegi.eus/,,Restaurante,"42.90464361134056,-2.322031177246089",42.90464361134056,-2.322031177246089,gastronomia,comercio_local,tradicional
Bixigarri Gastroteka,,0.0,943 246 565,"Biteri kalea, 27",info@gastrobixigarri.com,https://www.gastrobixigarri.com/,,Restaurante,"43.3135391,-1.9017415",43.3135391,-1.9017415,gastronomia,moderno,animado
Bertakoteka Jatetxea,,0.0,943 652 185,"Oria kalea, 2",iker.bertakoteka@gmail.com,https://www.tolosaldea.eus/jatetxea/betakoteka/,,Restaurante,"43.1342119,-2.077229",43.1342119,-2.077229,gastronomia,comercio_local,euskaldun
Albizturgo Ostatua,,0.0,943 005 922,"Erdigunea bajo, 22",,https://ostatudealbiztur.es,,Restaurante,"43.13045241923509,-2.137010604260261",43.13045241923509,-2.137010604260261,gastronomia,tradicional,outdoor
Muka,,0.0,943 003 162,"Zurriola Ibilbidea, 1",info@muka.eus,https://www.muka.eus/,,Restaurante,"43.3243096,-1.9783249",43.3243096,-1.9783249,moderno,gastronomia,rooftop
Txakoli Garate,,0.0,659 060 391,"Goienuri, 20",info@txakoligarate.com,https://txakoligarate.com/,1400.0,Bodega Txakoli,"43.1493763,-2.9712914",43.1493763,-2.9712914,gastronomia,tradicional,euskaldun
Bodegas Contino,Laserna,0.0,667 782 881,,visitas@cvne.com,https://contino.es/,,Bodega,"42.5007284,-2.5067174",42.5007284,-2.5067174,gastronomia,tradicional,outdoor
Restaurante Txispa,Apatamonasterio,0.0,691 714 586,"San Juan Auzoa, 45",,https://txispa.com/,,Restaurante,"43.1187823,-2.5895411",43.1187823,-2.5895411,gastronomia,euskaldun,tradicional
Bodegas Alutiz,,0.0,945 623 337,C/ Matarredo de Abajo nº8,info@alutiz.com,https://alutizvinos.com/,,Bodega,"42.5686062,-2.6841202",42.5686062,-2.6841202,gastronomia,tradicional,euskaldun
Bodegas Las Orcas,,0.0,677 501 791,"Ctra. Laguardia-Elciego, km 2,5",lasorcas@lasorcas.com,https://lasorcas.com/,,Bodega,"42.5135165,-2.616503",42.5135165,-2.616503,gastronomia,tradicional,euskaldun
Islares Restaurant,Bilbao,0.0,(+34) 747 42 10 86,"Alameda de Mazarredo, 65bis",info@islares.restaurant,https://islares.restaurant/,,Restaurante,"43.2672023,-2.9350107",43.2672023,-2.9350107,gastronomia,moderno,indoor
Restaurante Itzuli,Donostia / San Sebastián,0.0,+(34) 943 021 726,"Gudamendi Bidea, 21",info@restauranteitzuli.com,https://www.restauranteitzuli.com/,,Restaurante,"43.31225730000001,-2.0265357",43.31225730000001,-2.0265357,gastronomia,moderno,euskaldun
La Revelía,Amorebieta,0.0,+(34) 943 672 112,"Calle Aldana, 29",,https://larevelia.com/,,Restaurante,"43.2649124,-2.753141400000001",43.2649124,-2.753141400000001,gastronomia,tradicional,chill
Sukaldean Aitor Santamaría,Donostia / San Sebastián,0.0,943 56 39 02,"San Martin Kalea, 45",reservas@sukaldeanaitorsantamaria.com,https://sukaldeanaitorsantamaria.com/es,20007.0,Restaurante,"43.3159686,-1.9855183",43.3159686,-1.9855183,gastronomia,moderno,cultura
Bite Gastropub,,0.0,943 021 554,"Biteri, 28",,https://bitegastropub.com/,,Restaurante,"43.3137324,-1.9016349",43.3137324,-1.9016349,gastronomia,moderno,animado
Restaurante Pikua,,0.0,943 603 242,"Barrio Laranga, s/n",info@pikua.eus,https://www.pikua.es/,,Restaurante,"43.3047661,-2.3754469",43.3047661,-2.3754469,gastronomia,moderno,indoor
Restaurante Oroi,,0.0,603 169 865,"Vapor Habana kalea, 3",,https://restauranteoroi.com/,,Restaurante,"43.3301314,-3.0329168",43.3301314,-3.0329168,gastronomia,tradicional,euskaldun
Iparra beer,,0.0,943 650 168,Felipe Gorriti Plaza,,https://www.iparrabeer.com/,,Restaurante,"43.1402635,-2.0721551",43.1402635,-2.0721551,gastronomia,animado,comercio_local
Eki taberna,,0.0,,"Pedro Ignacio Barrutia, 9",,,,Restaurante,"43.0500576,-2.5655722",43.0500576,-2.5655722,gastronomia,tradicional,chill
Bodegón Sarasua Erretegia,,0.0,943 830 005,"Eusko Gudarien kalea, 29",,,,Asador,"43.2788005,-2.1273572",43.2788005,-2.1273572,gastronomia,tradicional,euskaldun
On Gourmet Taberna,,0.0,943 143 506,"Itzurun Zuhaizbidea,1",,,,Restaurante,"43.2986279,-2.2566506",43.2986279,-2.2566506,gastronomia,moderno,indoor
Aita Mari jatetxe taberna,,0.0,,"Juan de Zingaran, 1",,,,Restaurante,"43.2998343,-2.2537611",43.2998343,-2.2537611,gastronomia,tradicional,euskaldun
ZAWP (Zorrotzaurre Art Work in Progress) / La Nave Va + La Terminal,Bilbao,0.0,,"Pintor Ignazio Zuloaga, 3-9",,,,Curso-taller,"43.271418,-2.96354",43.271418,-2.96354,cultura,moderno,indoor
Museo de la Industria Armera de Eibar,Eibar,0.0,,"Bista Eder, 10 - 5º",,,,Exposición,"43.1846518424979,-2.47001409530639",43.1846518424979,-2.47001409530639,cultura,tradicional,indoor
Museo de la Industria Armera de Eibar,Eibar,0.0,,"Bista Eder, 10 - 5º",,,,Exposición,"43.1846518424979,-2.47001409530639",43.1846518424979,-2.47001409530639,cultura,tradicional,indoor
Museo de Armería de Alava,Vitoria-Gasteiz,0.0,,"Paseo de Fray Francisco de Vitoria, 3",,,,Exposición,"42.841334,-2.678577",42.841334,-2.678577,cultura,tradicional,indoor
BIBAT. Museo Fournier de Naipes de Álava,Vitoria-Gasteiz,0.0,,"Cuchillería, 54",,,,Exposición,"42.84946087316155,-2.671143652836017",42.84946087316155,-2.671143652836017,cultura,tradicional,indoor
Itsasmuseum Bilbao - Museo Marítimo Vasco,Bilbao,0.0,,"Muelle Ramón de la Sota, 1",,,,Exposición,"43.2662375756903,-2.94631004333496",43.2662375756903,-2.94631004333496,cultura,moderno,indoor
Arkeologi Museoa,Bilbao,0.0,,"Calzadas de Mallona 2, Prim s/n",,,,Exposición,"43.2589246466934,-2.92136549949646",43.2589246466934,-2.92136549949646,cultura,tradicional,indoor
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,musica_en_vivo,deporte,animado
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Teatro,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,cultura,moderno
Teatro Arriaga,Bilbao,0.0,,"Plaza Arriaga, 1",,,,Concierto,"43.2594872108799,-2.92489528656005",43.2594872108799,-2.92489528656005,musica_en_vivo,cultura,tradicional
Teatro Arriaga,Bilbao,0.0,,"Plaza Arriaga, 1",,,,Teatro,"43.2594872108799,-2.92489528656005",43.2594872108799,-2.92489528656005,musica_en_vivo,cultura,tradicional
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,animado,moderno
Taller de Artes Escénicas (TAE),Vitoria-Gasteiz,0.0,,"Reyes Católicos, 4 Bajo | Los Molinos (Antiguo Colegio san Ignacio)",,,,Curso-taller,"42.8547319825082,-2.66959190368652",42.8547319825082,-2.66959190368652,cultura,deporte,indoor
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,animado,moderno
Palacio Euskalduna,Bilbao,0.0,,"Avenida Abandoibarra, 4",,,,Concierto,"43.266966,-2.944419",43.266966,-2.944419,musica_en_vivo,cultura,moderno
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,cultura,moderno
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,animado,noche
Arkeologi Museoa,Bilbao,0.0,,"Calzadas de Mallona 2, Prim s/n",,,,Danza,"43.2589246466934,-2.92136549949646",43.2589246466934,-2.92136549949646,cultura,deporte,indoor
Arkeologi Museoa,Bilbao,0.0,,"Calzadas de Mallona 2, Prim s/n",,,,Teatro,"43.2589246466934,-2.92136549949646",43.2589246466934,-2.92136549949646,musica_en_vivo,cultura,indoor
Orquesta Sinfónica de Euskadi,Donostia / San Sebastián,0.0,,"Pase de Miramón, 124",,,,Concierto,"43.2957616210257,-1.97535037994384",43.2957616210257,-1.97535037994384,musica_en_vivo,cultura,moderno
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,animado,musica_en_vivo,indoor
Sala Groove,Portugalete,0.0,,"Polígono industrial Nervión, (Ballonti) Pabellón 23",,,,Concierto,"43.313727,-3.031716",43.313727,-3.031716,animado,musica_en_vivo,indoor
Casa de Cultura Ignacio Aldecoa,Vitoria-Gasteiz,0.0,,"Paseo de la Florida, 9",,,,Conferencia,"42.8435625300317,-2.67482757568359",42.8435625300317,-2.67482757568359,cultura,indoor,euskaldun
Santana 27 - Fever,Bilbao,0.0,,"Telleria, 27 (Bolueta)",,,,Concierto,"43.250098,-2.899727",43.250098,-2.899727,animado,musica_en_vivo,noche
Santana 27 - Fever,Bilbao,0.0,,"Telleria, 27 (Bolueta)",,,,Concierto,"43.250098,-2.899727",43.250098,-2.899727,animado,musica_en_vivo,noche
Palacio Euskalduna,Bilbao,0.0,,"Avenida Abandoibarra, 4",,,,Teatro,"43.266966,-2.944419",43.266966,-2.944419,cultura,moderno,indoor
Sala Rekalde,Bilbao,0.0,,"Calle Iparraguirre, 21",,,,Exposición,"43.26475,-2.93561",43.26475,-2.93561,cultura,moderno,indoor
Sala Rekalde,Bilbao,0.0,,"Calle Iparraguirre, 21",,,,Exposición,"43.26475,-2.93561",43.26475,-2.93561,cultura,moderno,indoor
Sala Rekalde,Bilbao,0.0,,"Calle Iparraguirre, 21",,,,Exposición,"43.26475,-2.93561",43.26475,-2.93561,cultura,moderno,indoor
Palacio Euskalduna,Bilbao,0.0,,"Avenida Abandoibarra, 4",,,,Otros,"43.266966,-2.944419",43.266966,-2.944419,cultura,moderno,indoor
Palacio Euskalduna,Bilbao,0.0,,"Avenida Abandoibarra, 4",,,,Concierto,"43.266966,-2.944419",43.266966,-2.944419,musica_en_vivo,cultura,moderno
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Teatro,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,cultura,moderno,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Teatro,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,cultura,moderno,indoor
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,animado,musica_en_vivo,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Otros,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,cultura,moderno,indoor
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,animado,musica_en_vivo,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,cultura,moderno
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,animado,musica_en_vivo,indoor
Buesa Arena,Vitoria-Gasteiz,0.0,,Portal de Zurbano s/n,,,,Concierto,"42.86426,-2.641712",42.86426,-2.641712,animado,musica_en_vivo,deporte
Caserío Museo Igartubeiti,Ezkio-Itsaso,0.0,,"Ezkio Bidea, s/n",,,,Exposición,"43.0811134772146,-2.27554321289062",43.0811134772146,-2.27554321289062,cultura,euskaldun,tradicional
Santana 27 - Fever,Bilbao,0.0,,"Telleria, 27 (Bolueta)",,,,Concierto,"43.250098,-2.899727",43.250098,-2.899727,musica_en_vivo,animado,noche
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,animado,indoor
Lekuona Fabrika,Errenteria,0.0,,"Av. Ugarritza, 1",,,,Concierto,"43.312752,-1.899633",43.312752,-1.899633,musica_en_vivo,animado,cultura
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,animado,moderno
Museo Fundación Hontza,Mañaria,0.0,,"Calle Evaristo Bustinza, 18",,,,Exposición,"43.137484,-2.661135",43.137484,-2.661135,cultura,indoor,tradicional
Teatro Barakaldo,Barakaldo,0.0,,"Juan Sebastian Elcano, 4",,,,Teatro,"43.296803,-2.987501",43.296803,-2.987501,cultura,indoor,tradicional
Zelai Arizti Aretoa,Zumarraga,0.0,,"Jai Alai kalea, z/g",,,,Teatro,"43.0898580605163,-2.31420993804931",43.0898580605163,-2.31420993804931,cultura,indoor,tradicional
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,musica_en_vivo,animado,noche
Sala Jimmy Jazz,Vitoria-Gasteiz,0.0,,"Coronación, 4",,,,Concierto,"42.8524667920482,-2.67658710479736",42.8524667920482,-2.67658710479736,musica_en_vivo,animado,noche
Bilboko Kafe Antzokia,Bilbao,0.0,,"San Vicente, 2",,,,Concierto,"43.2637844046885,-2.92798519134521",43.2637844046885,-2.92798519134521,musica_en_vivo,animado,indoor
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,animado,indoor
Sanagustin Kulturgunea,Azpeitia,0.0,,"Enparantza Nagusia, 5",,,,Concierto,"43.1840572952506,-2.26532936096191",43.1840572952506,-2.26532936096191,musica_en_vivo,cultura,animado
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,musica_en_vivo,animado,deporte
Santana 27 - Fever,Bilbao,0.0,,"Telleria, 27 (Bolueta)",,,,Concierto,"43.250098,-2.899727",43.250098,-2.899727,musica_en_vivo,animado,noche
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,animado,moderno
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,animado,moderno
Museo Marítimo Vasco,Donostia / San Sebastián,0.0,,"Paseo del Puerto, 24",,,,Exposición,"43.3230234837445,-1.99086427688598",43.3230234837445,-1.99086427688598,cultura,indoor,tradicional
Zelai Arizti Aretoa,Zumarraga,0.0,,"Jai Alai kalea, z/g",,,,Teatro,"43.0898580605163,-2.31420993804931",43.0898580605163,-2.31420993804931,cultura,indoor,tradicional
Zelai Arizti Aretoa,Zumarraga,0.0,,"Jai Alai kalea, z/g",,,,Teatro,"43.0898580605163,-2.31420993804931",43.0898580605163,-2.31420993804931,cultura,indoor,tradicional
Zelai Arizti Aretoa,Zumarraga,0.0,,"Jai Alai kalea, z/g",,,,Concierto,"43.0898580605163,-2.31420993804931",43.0898580605163,-2.31420993804931,musica_en_vivo,cultura,animado
Labeaga Aretoa,Urretxu,0.0,,"Labeaga, 20",,,,Teatro,"43.0910489824439,-2.3164415359497",43.0910489824439,-2.3164415359497,cultura,indoor,moderno
Labeaga Aretoa,Urretxu,0.0,,"Labeaga, 20",,,,Teatro,"43.0910489824439,-2.3164415359497",43.0910489824439,-2.3164415359497,cultura,indoor,moderno
Labeaga Aretoa,Urretxu,0.0,,"Labeaga, 20",,,,Teatro,"43.0910489824439,-2.3164415359497",43.0910489824439,-2.3164415359497,cultura,indoor,moderno
Labeaga Aretoa,Urretxu,0.0,,"Labeaga, 20",,,,Teatro,"43.0910489824439,-2.3164415359497",43.0910489824439,-2.3164415359497,cultura,indoor,moderno
Bilbao Arena - Miribilla,Bilbao,0.0,,"Askatasun Hiribidea, 13 (Miribilla)",,,,Concierto,"43.2516420967337,-2.92571067810058",43.2516420967337,-2.92571067810058,musica_en_vivo,indoor,moderno
Cotton Club,Bilbao,0.0,,"Gregorio de la Revilla, 25",,,,Concierto,"43.2608428129476,-2.94043064117431",43.2608428129476,-2.94043064117431,musica_en_vivo,noche,animado
Museo San Telmo,Donostia / San Sebastián,0.0,,"Plaza Zuloaga, 1",,,,Concierto,"43.324954,-1.984927",43.324954,-1.984927,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Museo San Telmo,Donostia / San Sebastián,0.0,,"Plaza Zuloaga, 1",,,,Concierto,"43.324954,-1.984927",43.324954,-1.984927,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,moderno,indoor
Museo San Telmo,Donostia / San Sebastián,0.0,,"Plaza Zuloaga, 1",,,,Concierto,"43.324954,-1.984927",43.324954,-1.984927,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,moderno,indoor
Museo San Telmo,Donostia / San Sebastián,0.0,,"Plaza Zuloaga, 1",,,,Concierto,"43.324954,-1.984927",43.324954,-1.984927,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,moderno,indoor
Museo San Telmo,Donostia / San Sebastián,0.0,,"Plaza Zuloaga, 1",,,,Concierto,"43.324954,-1.984927",43.324954,-1.984927,musica_en_vivo,cultura,indoor
Teatro Victoria Eugenia,Donostia / San Sebastián,0.0,,"Paseo de la República Argentina, 2",,,,Concierto,"43.32273737861176,-1.980722341955648",43.32273737861176,-1.980722341955648,musica_en_vivo,cultura,indoor
Kursaal,Donostia / San Sebastián,0.0,,"Avenida de Zurriola, 1",,,,Concierto,"43.324116201533,-1.9789981842041",43.324116201533,-1.9789981842041,musica_en_vivo,moderno,indoor
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,musica_en_vivo,deporte,indoor
Buesa Arena,Vitoria-Gasteiz,0.0,,Portal de Zurbano s/n,,,,Concierto,"42.86426,-2.641712",42.86426,-2.641712,musica_en_vivo,deporte,indoor
Bizkaia Arena - BEC,Barakaldo,0.0,,"Ronda de Azkue, 1",,,,Concierto,"43.288235,-2.990406",43.288235,-2.990406,musica_en_vivo,deporte,indoor
Kutxa Fundazioa Kubo,Donostia / San Sebastián,0.0,,"Avenida de la Zurriola, 1",,,,Exposición,"43.32428,-1.978721",43.32428,-1.978721,cultura,moderno,indoor
Kutxa Fundazioa Kubo,Donostia / San Sebastián,0.0,,"Avenida de la Zurriola, 1",,,,Exposición,"43.32428,-1.978721",43.32428,-1.978721,cultura,moderno,indoor
Kutxa Fundazioa Artegunea,Donostia / San Sebastián,0.0,,"Paseo Duque de Mandas, 52 (Tabakalera)",,,,Exposición,"43.317078,-1.975827",43.317078,-1.975827,cultura,moderno,indoor
